OccurrenceYear,OccurrenceMonth,OccurrenceDatePart,IsWeekend,GridID,X_centroid,Y_centroid,PredictedNumberOfIncidents
2023,10,23,0,1,-111.97125452935708,33.33041669721434,1.7501035748144347
2023,10,24,0,1,-111.97125452935708,33.33041669721434,1.666695685618029
2023,10,25,0,1,-111.97125452935708,33.33041669721434,1.607221603762382
2023,10,27,1,1,-111.97125452935708,33.33041669721434,1.6669593025176679
2023,10,28,1,1,-111.97125452935708,33.33041669721434,1.8117651338323488
2023,10,30,0,1,-111.97125452935708,33.33041669721434,1.8123401195411735
2023,10,31,0,1,-111.97125452935708,33.33041669721434,1.4662675153474294
2023,11,1,0,1,-111.97125452935708,33.33041669721434,1.9138935645381476
2023,11,2,0,1,-111.97125452935708,33.33041669721434,1.9138935645381476
2023,11,3,1,1,-111.97125452935708,33.33041669721434,1.9129844900341826
2023,11,4,1,1,-111.97125452935708,33.33041669721434,1.9129844900341826
2023,11,6,0,1,-111.97125452935708,33.33041669721434,1.8564694156091532
2023,11,9,0,1,-111.97125452935708,33.33041669721434,1.8329139071092933
2023,11,10,1,1,-111.97125452935708,33.33041669721434,1.8519057280178088
2023,11,11,1,1,-111.97125452935708,33.33041669721434,1.8519057280178088
2023,11,12,1,1,-111.97125452935708,33.33041669721434,1.8519057280178088
2023,10,23,0,2,-111.97125452935708,33.35117007964291,2.3586148567556102
2023,10,24,0,2,-111.97125452935708,33.35117007964291,2.2752069675592046
2023,10,25,0,2,-111.97125452935708,33.35117007964291,2.2157328857035576
2023,10,26,0,2,-111.97125452935708,33.35117007964291,2.2157328857035576
2023,10,27,1,2,-111.97125452935708,33.35117007964291,2.2754705844588434
2023,10,28,1,2,-111.97125452935708,33.35117007964291,2.420276415773525
2023,10,31,0,2,-111.97125452935708,33.35117007964291,2.0747787972886043
2023,11,1,0,2,-111.97125452935708,33.35117007964291,2.544015857338521
2023,11,4,1,2,-111.97125452935708,33.35117007964291,2.543106782834556
2023,11,5,1,2,-111.97125452935708,33.35117007964291,2.543106782834556
2023,11,6,0,2,-111.97125452935708,33.35117007964291,2.486591708409527
2023,11,7,0,2,-111.97125452935708,33.35117007964291,2.4414251890504683
2023,11,8,0,2,-111.97125452935708,33.35117007964291,2.4414251890504683
2023,11,9,0,2,-111.97125452935708,33.35117007964291,2.4414251890504683
2023,11,10,1,2,-111.97125452935708,33.35117007964291,2.460417009958984
2023,11,11,1,2,-111.97125452935708,33.35117007964291,2.460417009958984
2023,11,12,1,2,-111.97125452935708,33.35117007964291,2.460417009958984
2023,10,23,0,3,-111.97125452935708,33.37192346207148,6.512417702772773
2023,10,24,0,3,-111.97125452935708,33.37192346207148,6.429009813576368
2023,10,25,0,3,-111.97125452935708,33.37192346207148,6.369535731720721
2023,10,26,0,3,-111.97125452935708,33.37192346207148,6.369535731720721
2023,10,27,1,3,-111.97125452935708,33.37192346207148,6.459715689129448
2023,10,28,1,3,-111.97125452935708,33.37192346207148,6.604521520444129
2023,10,29,1,3,-111.97125452935708,33.37192346207148,6.776233342670119
2023,10,30,0,3,-111.97125452935708,33.37192346207148,6.574654247499512
2023,10,31,0,3,-111.97125452935708,33.37192346207148,6.228581643305769
2023,11,1,0,3,-111.97125452935708,33.37192346207148,6.7326273877200995
2023,11,2,0,3,-111.97125452935708,33.37192346207148,6.7326273877200995
2023,11,3,1,3,-111.97125452935708,33.37192346207148,6.762160571869575
2023,11,4,1,3,-111.97125452935708,33.37192346207148,6.762160571869575
2023,11,5,1,3,-111.97125452935708,33.37192346207148,6.762160571869575
2023,11,6,0,3,-111.97125452935708,33.37192346207148,6.675203238791105
2023,11,7,0,3,-111.97125452935708,33.37192346207148,6.595228035067631
2023,11,8,0,3,-111.97125452935708,33.37192346207148,6.595228035067631
2023,11,9,0,3,-111.97125452935708,33.37192346207148,6.595228035067631
2023,11,10,1,3,-111.97125452935708,33.37192346207148,6.644662114629588
2023,11,11,1,3,-111.97125452935708,33.37192346207148,6.644662114629588
2023,11,12,1,3,-111.97125452935708,33.37192346207148,6.644662114629588
2023,10,23,0,4,-111.97125452935708,33.392676844500045,5.608929461819805
2023,10,24,0,4,-111.97125452935708,33.392676844500045,5.5255215726234
2023,10,25,0,4,-111.97125452935708,33.392676844500045,5.466047490767753
2023,10,26,0,4,-111.97125452935708,33.392676844500045,5.466047490767753
2023,10,27,1,4,-111.97125452935708,33.392676844500045,5.55622744817648
2023,10,28,1,4,-111.97125452935708,33.392676844500045,5.701033279491161
2023,10,29,1,4,-111.97125452935708,33.392676844500045,5.872745101717151
2023,10,30,0,4,-111.97125452935708,33.392676844500045,5.671166006546544
2023,10,31,0,4,-111.97125452935708,33.392676844500045,5.325093402352802
2023,11,1,0,4,-111.97125452935708,33.392676844500045,5.786703955867929
2023,11,2,0,4,-111.97125452935708,33.392676844500045,5.786703955867929
2023,11,3,1,4,-111.97125452935708,33.392676844500045,5.816237140017405
2023,11,4,1,4,-111.97125452935708,33.392676844500045,5.816237140017405
2023,11,5,1,4,-111.97125452935708,33.392676844500045,5.816237140017405
2023,11,6,0,4,-111.97125452935708,33.392676844500045,5.729279806938934
2023,11,7,0,4,-111.97125452935708,33.392676844500045,5.649304603215461
2023,11,8,0,4,-111.97125452935708,33.392676844500045,5.649304603215461
2023,11,9,0,4,-111.97125452935708,33.392676844500045,5.649304603215461
2023,11,10,1,4,-111.97125452935708,33.392676844500045,5.698738682777417
2023,11,11,1,4,-111.97125452935708,33.392676844500045,5.698738682777417
2023,11,12,1,4,-111.97125452935708,33.392676844500045,5.698738682777417
2023,10,23,0,5,-111.97125452935708,33.41343022692861,6.592474703012782
2023,10,24,0,5,-111.97125452935708,33.41343022692861,6.509066813816377
2023,10,25,0,5,-111.97125452935708,33.41343022692861,6.44959273196073
2023,10,26,0,5,-111.97125452935708,33.41343022692861,6.44959273196073
2023,10,27,1,5,-111.97125452935708,33.41343022692861,6.727914355697535
2023,10,28,1,5,-111.97125452935708,33.41343022692861,6.872720187012216
2023,10,29,1,5,-111.97125452935708,33.41343022692861,7.044432009238206
2023,10,30,0,5,-111.97125452935708,33.41343022692861,6.654711247739521
2023,10,31,0,5,-111.97125452935708,33.41343022692861,7.7255363993238735
2023,11,1,0,5,-111.97125452935708,33.41343022692861,6.712006311448065
2023,11,2,0,5,-111.97125452935708,33.41343022692861,6.712006311448065
2023,11,3,1,5,-111.97125452935708,33.41343022692861,6.929681161925619
2023,11,4,1,5,-111.97125452935708,33.41343022692861,6.929681161925619
2023,11,5,1,5,-111.97125452935708,33.41343022692861,6.929681161925619
2023,11,6,0,5,-111.97125452935708,33.41343022692861,6.654582162519071
2023,11,7,0,5,-111.97125452935708,33.41343022692861,6.632849844408438
2023,11,8,0,5,-111.97125452935708,33.41343022692861,6.632849844408438
2023,11,9,0,5,-111.97125452935708,33.41343022692861,6.632849844408438
2023,11,10,1,5,-111.97125452935708,33.41343022692861,6.870425590298472
2023,11,11,1,5,-111.97125452935708,33.41343022692861,6.870425590298472
2023,11,12,1,5,-111.97125452935708,33.41343022692861,6.870425590298472
2023,10,23,0,6,-111.97125452935708,33.43418360935718,2.400777392626077
2023,10,25,0,6,-111.97125452935708,33.43418360935718,2.257895421574024
2023,10,27,1,6,-111.97125452935708,33.43418360935718,2.2400046742127424
2023,10,30,0,6,-111.97125452935708,33.43418360935718,2.4812328731457627
2023,11,1,0,6,-111.97125452935708,33.43418360935718,2.6278791155195704
2023,11,2,0,6,-111.97125452935708,33.43418360935718,2.5899453434069373
2023,11,5,1,6,-111.97125452935708,33.43418360935718,2.4417714804408264
2023,11,12,1,6,-111.97125452935708,33.43418360935718,2.38251590881368
2023,10,24,0,7,-111.95681433007135,33.33041669721434,2.375834161184883
2023,10,25,0,7,-111.95681433007135,33.33041669721434,2.316360079329236
2023,10,26,0,7,-111.95681433007135,33.33041669721434,2.316360079329236
2023,10,27,1,7,-111.95681433007135,33.33041669721434,2.3760977780845223
2023,10,28,1,7,-111.95681433007135,33.33041669721434,2.5209036093992037
2023,10,29,1,7,-111.95681433007135,33.33041669721434,2.692615431625194
2023,10,30,0,7,-111.95681433007135,33.33041669721434,2.5214785951080274
2023,10,31,0,7,-111.95681433007135,33.33041669721434,2.175405990914283
2023,11,1,0,7,-111.95681433007135,33.33041669721434,2.623032040105001
2023,11,2,0,7,-111.95681433007135,33.33041669721434,2.623032040105001
2023,11,3,1,7,-111.95681433007135,33.33041669721434,2.6221229656010365
2023,11,4,1,7,-111.95681433007135,33.33041669721434,2.6221229656010365
2023,11,5,1,7,-111.95681433007135,33.33041669721434,2.6221229656010365
2023,11,7,0,7,-111.95681433007135,33.33041669721434,2.5420523826761467
2023,11,9,0,7,-111.95681433007135,33.33041669721434,2.5420523826761467
2023,11,11,1,7,-111.95681433007135,33.33041669721434,2.561044203584663
2023,10,23,0,8,-111.95681433007138,33.35117007964291,8.039659677085059
2023,10,24,0,8,-111.95681433007138,33.35117007964291,7.956251787888648
2023,10,25,0,8,-111.95681433007138,33.35117007964291,7.896777706033001
2023,10,26,0,8,-111.95681433007138,33.35117007964291,7.896777706033001
2023,10,27,1,8,-111.95681433007138,33.35117007964291,8.073867420599871
2023,10,28,1,8,-111.95681433007138,33.35117007964291,8.251263297080222
2023,10,29,1,8,-111.95681433007138,33.35117007964291,8.448710341863112
2023,10,30,0,8,-111.95681433007138,33.35117007964291,8.244880788176827
2023,10,31,0,8,-111.95681433007138,33.35117007964291,7.898808183983083
2023,11,1,0,8,-111.95681433007138,33.35117007964291,7.958023005633139
2023,11,2,0,8,-111.95681433007138,33.35117007964291,7.958023005633139
2023,11,3,1,8,-111.95681433007138,33.35117007964291,7.989806648298296
2023,11,4,1,8,-111.95681433007138,33.35117007964291,7.989806648298296
2023,11,5,1,8,-111.95681433007138,33.35117007964291,7.989806648298296
2023,11,6,0,8,-111.95681433007138,33.35117007964291,7.9005988567041445
2023,11,7,0,8,-111.95681433007138,33.35117007964291,7.878426378873353
2023,11,8,0,8,-111.95681433007138,33.35117007964291,7.878426378873353
2023,11,9,0,8,-111.95681433007138,33.35117007964291,7.878426378873353
2023,11,10,1,8,-111.95681433007138,33.35117007964291,7.930110916950992
2023,11,11,1,8,-111.95681433007138,33.35117007964291,7.930110916950992
2023,11,12,1,8,-111.95681433007138,33.35117007964291,7.930110916950992
2023,10,23,0,9,-111.95681433007135,33.37192346207148,11.303127284392302
2023,10,24,0,9,-111.95681433007135,33.37192346207148,11.219719395195897
2023,10,25,0,9,-111.95681433007135,33.37192346207148,11.16024531334025
2023,10,26,0,9,-111.95681433007135,33.37192346207148,11.16024531334025
2023,10,27,1,9,-111.95681433007135,33.37192346207148,11.367777286560557
2023,10,28,1,9,-111.95681433007135,33.37192346207148,11.545173163040907
2023,10,29,1,9,-111.95681433007135,33.37192346207148,11.742620207823798
2023,10,30,0,9,-111.95681433007135,33.37192346207148,11.508348395484072
2023,10,31,0,9,-111.95681433007135,33.37192346207148,11.162275791290327
2023,11,1,0,9,-111.95681433007135,33.37192346207148,11.256299297304801
2023,11,2,0,9,-111.95681433007135,33.37192346207148,11.256299297304801
2023,11,3,1,9,-111.95681433007135,33.37192346207148,11.318525198623398
2023,11,4,1,9,-111.95681433007135,33.37192346207148,11.318525198623398
2023,11,5,1,9,-111.95681433007135,33.37192346207148,11.318525198623398
2023,11,6,0,9,-111.95681433007135,33.37192346207148,11.198875148375807
2023,11,7,0,9,-111.95681433007135,33.37192346207148,11.1418939861806
2023,11,8,0,9,-111.95681433007135,33.37192346207148,11.1418939861806
2023,11,9,0,9,-111.95681433007135,33.37192346207148,11.1418939861806
2023,11,10,1,9,-111.95681433007135,33.37192346207148,11.224020782911678
2023,11,11,1,9,-111.95681433007135,33.37192346207148,11.224020782911678
2023,11,12,1,9,-111.95681433007135,33.37192346207148,11.224020782911678
2023,10,23,0,10,-111.95681433007135,33.392676844500045,8.830561845996407
2023,10,24,0,10,-111.95681433007135,33.392676844500045,8.747153956800002
2023,10,25,0,10,-111.95681433007135,33.392676844500045,8.687679874944354
2023,10,26,0,10,-111.95681433007135,33.392676844500045,8.687679874944354
2023,10,27,1,10,-111.95681433007135,33.392676844500045,8.86251913099554
2023,10,28,1,10,-111.95681433007135,33.392676844500045,9.03991500747589
2023,10,29,1,10,-111.95681433007135,33.392676844500045,9.237362052258781
2023,10,30,0,10,-111.95681433007135,33.392676844500045,9.035782957088177
2023,10,31,0,10,-111.95681433007135,33.392676844500045,8.689710352894432
2023,11,1,0,10,-111.95681433007135,33.392676844500045,8.96924376513256
2023,11,2,0,10,-111.95681433007135,33.392676844500045,8.96924376513256
2023,11,3,1,10,-111.95681433007135,33.392676844500045,8.998776949282036
2023,11,4,1,10,-111.95681433007135,33.392676844500045,8.998776949282036
2023,11,5,1,10,-111.95681433007135,33.392676844500045,8.998776949282036
2023,11,6,0,10,-111.95681433007135,33.392676844500045,8.911819616203566
2023,11,7,0,10,-111.95681433007135,33.392676844500045,8.893931028920328
2023,11,8,0,10,-111.95681433007135,33.392676844500045,8.893931028920328
2023,11,9,0,10,-111.95681433007135,33.392676844500045,8.893931028920328
2023,11,10,1,10,-111.95681433007135,33.392676844500045,8.943365108482284
2023,11,11,1,10,-111.95681433007135,33.392676844500045,8.943365108482284
2023,11,12,1,10,-111.95681433007135,33.392676844500045,8.943365108482284
2023,10,23,0,11,-111.95681433007135,33.41343022692861,14.862025493404131
2023,10,24,0,11,-111.95681433007135,33.41343022692861,14.778617604207726
2023,10,25,0,11,-111.95681433007135,33.41343022692861,14.719143522352079
2023,10,26,0,11,-111.95681433007135,33.41343022692861,14.719143522352079
2023,10,27,1,11,-111.95681433007135,33.41343022692861,15.082124444731344
2023,10,28,1,11,-111.95681433007135,33.41343022692861,15.259520321211694
2023,10,29,1,11,-111.95681433007135,33.41343022692861,15.456967365994585
2023,10,30,0,11,-111.95681433007135,33.41343022692861,15.067246604495901
2023,10,31,0,11,-111.95681433007135,33.41343022692861,16.13807175608025
2023,11,1,0,11,-111.95681433007135,33.41343022692861,14.981557101839414
2023,11,2,0,11,-111.95681433007135,33.41343022692861,14.981557101839414
2023,11,3,1,11,-111.95681433007135,33.41343022692861,15.199231952316968
2023,11,4,1,11,-111.95681433007135,33.41343022692861,15.199231952316968
2023,11,5,1,11,-111.95681433007135,33.41343022692861,15.199231952316968
2023,11,6,0,11,-111.95681433007135,33.41343022692861,14.92413295291042
2023,11,7,0,11,-111.95681433007135,33.41343022692861,14.925394676328052
2023,11,8,0,11,-111.95681433007135,33.41343022692861,14.925394676328052
2023,11,9,0,11,-111.95681433007135,33.41343022692861,14.925394676328052
2023,11,10,1,11,-111.95681433007135,33.41343022692861,15.162970422218088
2023,11,11,1,11,-111.95681433007135,33.41343022692861,15.162970422218088
2023,11,12,1,11,-111.95681433007135,33.41343022692861,15.162970422218088
2023,10,23,0,12,-111.95681433007138,33.43418360935718,8.383975821505063
2023,10,24,0,12,-111.95681433007138,33.43418360935718,8.300567932308658
2023,10,25,0,12,-111.95681433007138,33.43418360935718,8.24109385045301
2023,10,26,0,12,-111.95681433007138,33.43418360935718,8.24109385045301
2023,10,27,1,12,-111.95681433007138,33.43418360935718,9.132197667425148
2023,10,28,1,12,-111.95681433007138,33.43418360935718,9.309593543905498
2023,10,29,1,12,-111.95681433007138,33.43418360935718,9.507040588688389
2023,10,30,0,12,-111.95681433007138,33.43418360935718,8.589196932596833
2023,10,31,0,12,-111.95681433007138,33.43418360935718,9.660022084181184
2023,11,1,0,12,-111.95681433007138,33.43418360935718,8.503507429940345
2023,11,2,0,12,-111.95681433007138,33.43418360935718,8.503507429940345
2023,11,3,1,12,-111.95681433007138,33.43418360935718,9.222649704260107
2023,11,4,1,12,-111.95681433007138,33.43418360935718,9.222649704260107
2023,11,5,1,12,-111.95681433007138,33.43418360935718,9.222649704260107
2023,11,6,0,12,-111.95681433007138,33.43418360935718,8.44608328101135
2023,11,7,0,12,-111.95681433007138,33.43418360935718,8.447345004428984
2023,11,8,0,12,-111.95681433007138,33.43418360935718,8.447345004428984
2023,11,9,0,12,-111.95681433007138,33.43418360935718,8.447345004428984
2023,11,10,1,12,-111.95681433007138,33.43418360935718,9.213043644911892
2023,11,11,1,12,-111.95681433007138,33.43418360935718,9.213043644911892
2023,11,12,1,12,-111.95681433007138,33.43418360935718,9.213043644911892
2023,10,31,0,13,-111.95681433007135,33.45493699178575,2.3544774032885383
2023,11,2,0,13,-111.95681433007135,33.45493699178575,1.3392618342353928
2023,11,4,1,13,-111.95681433007135,33.45493699178575,1.5583974788968367
2023,11,9,0,13,-111.95681433007135,33.45493699178575,1.2830994087240337
2023,10,23,0,14,-111.94237413078564,33.33041669721434,2.277665191609414
2023,10,25,0,14,-111.94237413078564,33.33041669721434,2.1347832205573614
2023,10,26,0,14,-111.94237413078564,33.33041669721434,2.1347832205573614
2023,10,28,1,14,-111.94237413078564,33.33041669721434,2.456576094435458
2023,10,29,1,14,-111.94237413078564,33.33041669721434,2.6540231392183493
2023,10,30,0,14,-111.94237413078564,33.33041669721434,2.482886302701183
2023,10,31,0,14,-111.94237413078564,33.33041669721434,2.136813698507438
2023,11,1,0,14,-111.94237413078564,33.33041669721434,2.4023626064211574
2023,11,3,1,14,-111.94237413078564,33.33041669721434,2.3747980611665285
2023,11,5,1,14,-111.94237413078564,33.33041669721434,2.3747980611665285
2023,11,7,0,14,-111.94237413078564,33.33041669721434,2.3834695654325393
2023,11,8,0,14,-111.94237413078564,33.33041669721434,2.3834695654325393
2023,11,9,0,14,-111.94237413078564,33.33041669721434,2.3834695654325393
2023,11,10,1,14,-111.94237413078564,33.33041669721434,2.4024613863410553
2023,11,12,1,14,-111.94237413078564,33.33041669721434,2.4024613863410553
2023,10,23,0,15,-111.94237413078568,33.35117007964291,2.937052730031758
2023,10,24,0,15,-111.94237413078568,33.35117007964291,2.8536448408353525
2023,10,25,0,15,-111.94237413078568,33.35117007964291,2.7941707589797056
2023,10,26,0,15,-111.94237413078568,33.35117007964291,2.7941707589797056
2023,10,27,1,15,-111.94237413078568,33.35117007964291,2.9150177043885734
2023,10,28,1,15,-111.94237413078568,33.35117007964291,3.0924135808689246
2023,10,29,1,15,-111.94237413078568,33.35117007964291,3.2898606256518157
2023,10,30,0,15,-111.94237413078568,33.35117007964291,3.142273841123527
2023,10,31,0,15,-111.94237413078568,33.35117007964291,2.7962012369297824
2023,11,1,0,15,-111.94237413078568,33.35117007964291,3.0833611557027
2023,11,2,0,15,-111.94237413078568,33.35117007964291,3.0833611557027
2023,11,3,1,15,-111.94237413078568,33.35117007964291,3.0322465584591933
2023,11,4,1,15,-111.94237413078568,33.35117007964291,3.0322465584591933
2023,11,6,0,15,-111.94237413078568,33.35117007964291,3.025937006773706
2023,11,7,0,15,-111.94237413078568,33.35117007964291,3.0428571038548835
2023,11,8,0,15,-111.94237413078568,33.35117007964291,3.0428571038548835
2023,11,9,0,15,-111.94237413078568,33.35117007964291,3.0428571038548835
2023,11,10,1,15,-111.94237413078568,33.35117007964291,3.0382988727745217
2023,11,11,1,15,-111.94237413078568,33.35117007964291,3.0382988727745217
2023,11,12,1,15,-111.94237413078568,33.35117007964291,3.0382988727745217
2023,11,13,0,15,-111.94237413078568,33.35117007964291,3.0004219129556806
2023,10,23,0,16,-111.94237413078564,33.37192346207148,10.464860668041842
2023,10,24,0,16,-111.94237413078564,33.37192346207148,10.381452778845437
2023,10,25,0,16,-111.94237413078564,33.37192346207148,10.32197869698979
2023,10,26,0,16,-111.94237413078564,33.37192346207148,10.32197869698979
2023,10,27,1,16,-111.94237413078564,33.37192346207148,10.496817953040976
2023,10,28,1,16,-111.94237413078564,33.37192346207148,10.674213829521326
2023,10,29,1,16,-111.94237413078564,33.37192346207148,10.871660874304217
2023,10,30,0,16,-111.94237413078564,33.37192346207148,10.670081779133612
2023,10,31,0,16,-111.94237413078564,33.37192346207148,10.880752916147287
